bn:00015267n	dog
bn:00336370n	British_Rail_brand_names
bn:00080981n	wheelwright
bn:03241708n	Thrupp_&_Maberly
bn:03593410n	Hooper_(coachbuilder)
bn:04989220n	Gruau
bn:05345878n	Officine_Padane
bn:03348026n	Aircraft_part
bn:00030590n	tail
bn:00063676n	porthole
bn:00012715n	brake_cylinder
bn:00276637n	Electromagnetic_brake
bn:00319296n	Railway_brake
bn:00012720n	brake_lining
bn:05148931n	duplex_brake
bn:00012717n	brake_drum
bn:00020653n	collet
bn:00051104n	ligature
bn:00081444n	withe
bn:00080134n	visual_signal
bn:00002196n	windsock
bn:00005727n	armband
bn:00008536n	barber's_pole
bn:00009286n	beacon
bn:00011278n	blinker
bn:00068233n	room
bn:00004023n	anechoic_chamber
bn:00004493n	anteroom
bn:00005940n	gallery
bn:00007754n	back_room
bn:00008206n	ballroom
bn:00007940n	baggage
bn:00051011n	lid
bn:00697947n	Compartment_(pharmacokinetics)
bn:00012167n	boot
bn:00005513n	area
bn:00072020n	skybox
bn:08885837n	royal_box
bn:09079715n	proscenium_theater_box
bn:00012547n	box_seat
bn:00048660n	jury_box
bn:00064250n	press_box
bn:00081455n	witness_box
bn:00052559n	machine
bn:00034000n	felloe
bn:00067864n	rim
bn:00011315n	pulley
bn:00046307n	inclined_plane
bn:00050865n	lever
bn:00060764n	part
bn:00005035n	appendage
bn:00007768n	spine
bn:00010734n	bit
bn:00012362n	bottleneck
bn:00013746n	bulb
bn:00015401n	cap
bn:01722869n	Center_cap
bn:21706551n	spinner_(wheel)
bn:00020651n	ferrule
bn:00027808n	distributor_cap
bn:00050675n	lens_cap
bn:00076915n	thimble
bn:00077377n	tire
bn:00023352n	cover
bn:05896274n	power-driven_vehicle
bn:00035083n	flat
bn:00065862n	radial
bn:00072467n	snow_tire
bn:00078523n	tubeless
bn:00016472n	casing
bn:00046824n	inner_tube
bn:00078104n	tread
bn:00007324n	car_tire
bn:00080327n	wagon_tire
bn:00061347n	pendulum_clock
bn:00077172n	watch
bn:00123028n	Gyromax
bn:03181026n	Wire_wheel
bn:00199585n	Flip-flop_hub
bn:02080490n	freehub
bn:00065969n	spoke
bn:00010182n	bevel_gear
bn:00031149n	planetary_gear
bn:00031556n	escape_wheel
bn:00062505n	pinion
bn:00065844n	rack_and_pinion
bn:00020442n	cog
bn:00077597n	tooth
bn:00261277n	KTO_Rosomak
bn:00267701n	Sd.Kfz._250
bn:00349569n	M75_armored_personnel_carrier
bn:00733804n	infantry_fighting_vehicle
bn:00749537n	Humber_Pig
bn:00076049n	tank_destroyer
bn:00066568n	reconnaissance_vehicle
bn:00364768n	Panhard_AML
bn:00413047n	Samochód_pancerny_wz._34
bn:00889928n	EE-9_Cascavel
bn:00998248n	Daimler_Armored_Car
bn:00077847n	tracked_vehicle
bn:02468160n	Combat_vehicle
bn:00060448n	panzer
bn:00141203n	Combat_Vehicle_Reconnaissance_(Tracked)
bn:00015304n	cannon
bn:00042232n	gun_enclosure
bn:00042221n	gun
bn:00045073n	mortar
bn:00267708n	Sturmgeschütz_IV
bn:02651200n	ISU-152
bn:03224492n	Infanterikanonvagn_91
bn:05575696n	Sturmpanzer
bn:10125140n	ARL_40
bn:00364490n	draisine
bn:00639738n	JŽ_series_813
bn:00663002n	Railcar_mover
bn:01325299n	Slug_(railroad)
bn:00258067n	London_Underground_rolling_stock
bn:00454879n	Dynamometer_car
bn:00576728n	railway_gun
bn:00768803n	minecart
bn:00047507n	iron_horse
bn:00027004n	diesel-electric_locomotive
bn:00027005n	diesel-hydraulic_locomotive
bn:00122711n	GE_C32-8
bn:00130764n	JŽ_Series_662
bn:00027003n	diesel
bn:03113104n	SNCF_Class_Y_8000
bn:03395249n	British_Rail_Class_08
bn:02153990n	electric_vehicle
bn:00134757n	PKP_class_ET42
bn:00135496n	FS_Class_E.656
bn:00142176n	China_Railways_SS8
bn:00145134n	British_Rail_Class_83
bn:00146642n	British_Rail_Class_85
bn:00036198n	framework
bn:00002287n	airframe
bn:00005348n	arbor
bn:00007656n	walker
bn:00013580n	sawhorse
bn:00014195n	bustle
bn:00062898n	platform
bn:00003281n	dais
bn:00007086n	auction_block
bn:00008321n	bandstand
bn:00016819n	catwalk
bn:00024059n	crow's_nest
bn:00741141n	Material_handling
bn:00023532n	crane
bn:00030333n	elevator
bn:00044383n	hoist
bn:00081257n	winch
bn:00011320n	block_and_tackle
bn:23611223n	Conveyor_system
bn:03084539n	Automated_guided_vehicle
bn:03483900n	Pallet_jack
bn:04108168n	Roller_conveyors
bn:01838947n	Pneumatic_tube
bn:02246644n	Slurry_transport
bn:05139293n	continuous_conveyer
bn:05221976n	Conveyor_bridge
bn:04010888n	Coal_ploughs
bn:00006135n	trailer_truck
bn:00015022n	lorry
bn:00029109n	dump_truck
bn:00013863n	bumper
bn:00068221n	roof
bn:00054976n	warplane
bn:00071103n	ship
bn:00062901n	platform
bn:03325965n	Naval_ship
bn:16518640n	military_unit
bn:00002276n	aircraft_carrier
bn:00009187n	battleship
bn:00015657n	capital_ship
bn:00022925n	corvette
bn:00024127n	cruiser
bn:00021919n	conning_tower
bn:00057053n	naval_gun
bn:27267565n	Off-road_vehicle
bn:00267696n	Maultier
bn:00267703n	Sd.Kfz._6
bn:01129512n	M3_half-track
bn:01584438n	Sd.Kfz._9
bn:15662284n	Military_light_utility_vehicle
bn:00001058n	acronym
bn:01051047n	M1151
bn:16789039n	road_vehicle
bn:00001663n	ladder_truck
bn:00570205n	Water_tender
bn:02567661n	Steam_pumper
bn:02749372n	Heavy_rescue_vehicle
bn:16207699n	working_ship
bn:16577351n	ship_type
bn:16605599n	Fire-class_fireboat
bn:00497887n	Fire_Fighter_(fireboat)
bn:01505952n	Fire-float_Pyronaut
bn:02479946n	Phoenix_(fireboat)
bn:02520581n	Duwamish_(fireboat)
bn:00005695n	ark
bn:00008576n	barge
bn:00013855n	bumboat
bn:00015146n	canal_boat
bn:00016664n	catamaran
bn:01352118n	Lifeline_Express
bn:00011684n	boat_train
bn:00015801n	car_train
bn:00036423n	freight_train
bn:00052826n	mail_train
bn:00060896n	passenger_train
bn:13883099n	Mobile_hospital_unit
bn:05276887n	Gerätewagen
bn:03104246n	Automotive_package
bn:03280613n	Hot_Wheels
bn:00009266n	dune_buggy
bn:00055451n	Model_T
bn:00119268n	MG_7
bn:00119784n	Aston_Martin_DB5
bn:00049558n	label
bn:00364340n	Budget_range
bn:00365318n	Umbrella_brand
bn:00654368n	SAT
bn:00071530n	sign
bn:16842008n	list_of_mathematical_symbols
bn:00031280n	equal_sign
bn:00055234n	minus_sign
bn:00063113n	plus_sign
bn:00065893n	radical_sign
bn:01105625n	Civil_aviation
bn:02514032n	private_transport
bn:15840810n	activity
bn:00001036n	acrobatics
bn:00188063n	Aerial_survey
bn:00939214n	Aerial_application
bn:01330211n	Police_aviation
bn:00882837n	Commercial_aviation
bn:03372557n	Air_traffic_flow_management
bn:02233314n	Private_aviation
bn:00001092n	acting
bn:00001697n	airplane
bn:16750414n	fixed-wing_aircraft
bn:00121445n	Siebel_Si_204
bn:00138584n	Nakajima_Ki-34
bn:00142582n	Savoia-Marchetti_SM.75
bn:00142713n	FMA_IA_50_Guaraní_II
bn:00003619n	amphibian
bn:00007002n	fighter
bn:00010591n	biplane
bn:00011936n	bomber
bn:00018734n	helicopter
bn:05203663n	Christoph_5
bn:05261115n	Christoph_18_(air_ambulance)
bn:05478847n	Christoph_7
bn:15058111n	Christoph_6
bn:00016054n	cargo_helicopter
bn:00071390n	shuttle_helicopter
bn:00071743n	single-rotor_helicopter
bn:00072025n	skyhook
bn:00126364n	Aerial_crane
bn:02010048n	Kaman_HH-43_Huskie
bn:05178623n	Christoph_51_(air_ambulance)
bn:05183208n	Christoph_23_(air_ambulance)
bn:05201580n	Christoph_1
bn:17494219n	Great_Western_Air_Ambulance_Charity
bn:11679837n	ambulance_helicopter
bn:00055738n	monoplane
bn:00070651n	service
bn:00044896n	hospital
bn:00013722n	building
bn:00031159n	epidemiology
bn:01456720n	Lazzaretto_Vecchio
bn:03935386n	Lazaretto
bn:03970017n	Lazzaretto_Nuovo
bn:04803505n	Léproserie_Saint-Lazare_d'Angers
bn:00006679n	mental_hospital
bn:00023663n	creche
bn:00053821n	maternity_hospital
bn:00054965n	military_hospital
bn:00069119n	sanatorium
bn:00065101n	public_transport
bn:16655738n	rail_guided_transport
bn:00007329n	bus
bn:00025536n	deadhead
bn:00032388n	express
bn:00051745n	local
bn:00071386n	shuttle
bn:05437874n	parliamentary_army
bn:14341459n	Körperschaft_des_öffentlichen_Rechts
bn:00484690n	German_Navy
bn:01045642n	United_Nations_Mission_in_Sudan
bn:15907032n	Military_bands_of_the_Bundeswehr
bn:16455656n	Joint_Medical_Service_(Germany)
bn:04082344n	Federal_Defense_Justice_Administration
bn:02480627n	administrative_community_of_Thuringia
bn:05215304n	higher_municipal_association_of_Germany
bn:05217091n	Innungskrankenkasse
bn:05277878n	Verwaltungsverband_of_Saxony
bn:05580253n	dike_association
bn:02263428n	Chrysler_Town_&_Country_(1941–1988)
bn:02324713n	Grand_Tourer_Injection
bn:03596712n	City_car
bn:03610010n	Volvo_200_Series
bn:03112566n	Concept_car
bn:08141753n	Automobile_layout
bn:16877708n	Fiat_1600_Spider
bn:00326520n	A-segment
bn:03593973n	prototype
bn:09058880n	Car
bn:00896993n	industrial_design
bn:00134820n	Motorcycle_design
bn:03491286n	Skeuomorph
bn:03621784n	Clean_room_design
bn:08134200n	car_designer
bn:00013015n	Breuer
bn:00023266n	coupe
bn:00448789n	Morgan_4/4
bn:01193496n	feature
bn:00044577n	Homo_erectus
bn:00044578n	Homo_habilis
bn:00044579n	Rhodesian_man
bn:00044580n	Homo_sapiens
bn:00044581n	Neandertal_man
bn:00165152n	Chevrolet_Groove
bn:00433374n	Audi_Le_Mans_quattro
bn:00569315n	SEAT_Tribu
bn:00600105n	Ferrari_Modulo
bn:00753495n	Citroën_Prototype_C
bn:00143920n	Ford_Flex
bn:00147536n	Zhongxing_Landmark
bn:00181807n	Tata_Safari
bn:00013384n	brougham
bn:00398041n	Mitsubishi_Mirage
bn:00593762n	Jaguar_Mark_1
bn:00989623n	Sports_sedan
bn:01061881n	Tesla_Model_S
bn:00056152n	movable_barrier
bn:03307220n	Portal_(architecture)
bn:14421293n	architectural_structure
bn:17126527n	architectural_element
bn:00035192n	hinge
bn:00051771n	lock
bn:00018255n	chicane
bn:00028247n	door
bn:00043130n	hatch
bn:00063791n	postern
bn:01510182n	Church_architecture
bn:24064584n	St_John's_Church,_Jedburgh
bn:00021491n	peripheral
bn:00051788n	lockmaster
bn:00287882n	Fonserannes_Lock
bn:00521261n	Bosley_Lock_Flight
bn:00545796n	Tuel_Lane_Lock
bn:00659079n	Neptune's_Staircase
bn:15039583n	grille
bn:00049911n	speech
bn:00045841n	idiom
bn:00061984n	philosophy
bn:00017891n	spell
bn:00022349n	conversation
bn:00026962n	dictation
bn:00027544n	discussion
bn:00045839n	idiolect
bn:00022069n	construction
bn:00022051n	constituent
bn:05082666n	language_device
bn:05942227n	language_unit
bn:00016709n	catchphrase
bn:00057880n	noun_phrase
bn:00064110n	predicate
bn:00064177n	prepositional_phrase
bn:00064720n	pronominal_phrase
bn:00043302n	headword
bn:00055488n	modifier
bn:00001404n	adjunct
bn:00019603n	clause
bn:00021351n	complement
bn:00047385n	involution
bn:00064111n	predicator
bn:14274763n	Rhetorical_device
bn:00002823n	emblem
bn:00018251n	chiasmus
bn:00031099n	epanalepsis
bn:00031206n	epiphora
bn:00054578n	metaphor
bn:03467448n	Phraseme
bn:00009616n	father
bn:00024989n	dad
bn:00033782n	father-in-law
bn:00060996n	pater
bn:16211718n	Putative_father
bn:16729388n	grandfather
bn:00036847n	fundamentalism
bn:13925165n	political_ideology
bn:06758948n	Hindu_fundamentalism
bn:06872332n	religious_fundamentalism
bn:24411814n	democratic_fundamentalism
bn:05062974n	paroimia
bn:00277496n	Icelandic_proverbs
bn:01114396n	Chinese_proverb
bn:03796919n	Xiehouyu
bn:24191054n	popular_saying
bn:00258555n	A_journey_of_a_thousand_li_starts_beneath_one’s_feet
bn:00007528n	maxim
bn:00019268n	quotation
bn:00064069n	uncertainty
bn:00003631n	amphibology
bn:00028383n	double_entendre
bn:00051992n	loophole
bn:00060685n	parisology
bn:27269671n	medicine
bn:00003973n	Vesalius
bn:00006968n	atrium
bn:00020257n	cochlea
bn:15014191n	civil_aircraft
bn:00002274n	airbus
bn:00056862n	narrowbody_aircraft
bn:00078755n	widebody_aircraft
bn:00048175n	jetliner
bn:00037106n	galley
bn:00062772n	plane_seat
bn:00026088n	delta_wing
bn:03277838n	Mercedes-Benz_Econic
bn:25583213n	Electricar_DV4
bn:03302705n	Revopak
bn:03303401n	Rotopress
bn:27270154n	economic_sector
bn:00023062n	cottage_industry
bn:00046566n	industrialization
bn:00064594n	production
bn:00000670n	handiness
bn:00001426n	government
bn:14020847n	cargo_motor_trike
bn:02035315n	Cabin_cycle
bn:02345894n	Motorized_tricycle_(Philippines)
bn:09284394n	Nayor
bn:00500914n	three-wheeler
bn:05200586n	Taxi_motorcycles
bn:06687067n	BerkelBike
bn:13868674n	motorcycle_based_vehicle
bn:00856764n	Tilting_three-wheeler
bn:02492948n	Electric_trike
bn:03803313n	Twike
bn:00910987n	Recumbent_bicycle
bn:02265084n	Freight_bicycle
bn:03871605n	Mid-size_car
bn:00191618n	Volkswagen_Routan
bn:00055185n	minivan
bn:00007323n	auto_racing
bn:00171688n	Creation_Autosportif
bn:00551240n	Trevis
bn:01299557n	Formula_Mazda
bn:01548196n	Open-wheel_car
bn:02101232n	Matich
bn:00175475n	SEAT_600
bn:00423329n	SEAT_Arosa
bn:00486669n	SEAT_1500
bn:00559141n	Fiat_131
bn:00621932n	Fiat_125
bn:00150290n	Maserati_A6GCM
bn:00160999n	Nissan_S30
bn:00165906n	Aston_Martin_DB4_GT_Zagato
bn:00174907n	Peel_Viking_Sport
bn:00198940n	Aston_Martin_DP212
bn:00174642n	Geo_Metro
bn:00240200n	Toyota_Yaris
bn:00240206n	Toyota_Platz
bn:00301093n	Daihatsu_Boon
bn:00301166n	Daihatsu_Sirion
bn:00454893n	Mitsubishi_Outlander
bn:00691264n	Toyota_Venza
bn:01013039n	DS_5
bn:01160027n	BMW_X1
bn:00036760n	fulcrum
bn:14561490n	Material-handling_equipment
bn:00015337n	cant_hook
bn:00058351n	nutcracker
bn:00060208n	pliers
bn:00060209n	scissors
bn:00162382n	Game_controller
bn:00025323n	data_input_device
bn:00135060n	Ace_Combat_6:_Fires_of_Liberation
bn:02451663n	Quickshot_Joyball
bn:03091011n	TAC-2
bn:06020259n	Vesta_IM-01
bn:16966857n	SPJ-1
bn:00042790n	hand_tool
bn:00048116n	jimmy
bn:00048216n	jim_crow
bn:05990477n	part
bn:00042546n	hair_trigger
bn:00321198n	Tripwire
bn:16905472n	Ruger_Bearcat
bn:00022289n	control
bn:00042839n	handwheel
bn:00042840n	handwheel
bn:00024123n	cruise_control
bn:00026821n	dial
bn:00027614n	disk_controller
bn:00030170n	switch
bn:00041205n	governor
bn:00049910n	language
bn:00000635n	accelerator
bn:00000780n	storage_battery
bn:11926462n	product
bn:00001133n	action
bn:00001192n	actuator
bn:00007535n	axis
bn:00016242n	carriage
bn:00020264n	stopcock
bn:27268919n	fitting
bn:00007359n	automatic_choke
bn:00287090n	Shut_down_valve
bn:03175686n	Valve_stem
bn:00336126n	Reed_valve
bn:00066937n	regulator
bn:00876986n	Globe_valve
bn:00369450n	Safety_shutoff_valve
bn:03776158n	Pilot-operated_relief_valve
bn:03798443n	Blowoff_valve
bn:00004857n	aperture
bn:00008142n	ballcock
bn:00028550n	draft
bn:00033813n	faucet
bn:00035301n	sluicegate
bn:16714413n	component
bn:00001275n	circuit_board
bn:00008690n	barrel
bn:00012149n	boom
bn:00012981n	breechblock
bn:00013807n	bullet
bn:00026997n	insulator
bn:00034648n	fire_control_system
bn:00036152n	fraction
bn:00166226n	Integrator
bn:00021444n	compressor
bn:00075230n	supercharger
bn:03390973n	Forced_induction
bn:00070842n	shaft
bn:00025506n	dead_axle
bn:00028802n	live_axle
bn:00048455n	journal
bn:00882351n	trailing_wheel
bn:26691637n	blind_axle
bn:00076913n	thill
bn:02180118n	component-based_software_engineering
bn:00126923n	headshell
bn:00980874n	45_rpm_adapter
bn:01164760n	Riser_card
bn:01485444n	Power_supply
bn:00002411n	alarm
bn:00032351n	explosive_device
bn:00009826n	belt
bn:00015274n	case_shot
bn:00016332n	cartridge
bn:00059000n	round
bn:00063928n	powder_and_shot
bn:00005721n	armament
bn:00011917n	bomb
bn:00025882n	defense_system
bn:00042247n	gunnery
bn:00042976n	hardware
bn:00012974n	breathing_device
bn:00045590n	hypodermic_needle
bn:00060009n	oxygenation
bn:00067415n	resuscitator
bn:00074649n	stretcher
bn:00059461n	organ
bn:00030157n	electric_organ
bn:06759923n	clipless_pedal
bn:00036408n	freewheel
bn:00037574n	gearbox
bn:00052275n	luggage_carrier
bn:06989261n	sostenuto_pedal
bn:14530116n	accessory
bn:00001500n	adornment
bn:00001889n	agal
bn:00002044n	aglet
bn:00002045n	aglet
bn:00000677n	accessory
bn:00005007n	apparel
bn:00005871n	array
bn:00007046n	attire
bn:00009285n	beachwear
bn:00020079n	clutch_bag
bn:00031756n	etui
bn:00032006n	evening_bag
bn:00067439n	reticule
bn:00071297n	shoulder_bag
bn:00019474n	clasp
bn:00061393n	piggy_bank
bn:00060122n	packing_box
bn:00012887n	breadbasket
bn:00014126n	bushel_basket
bn:00023693n	creel
bn:00036177n	frail
bn:00042748n	hamper
bn:00006308n	ashcan
bn:00020150n	coalbin
bn:00023786n	crib
bn:00035363n	flour_bin
bn:00051572n	litterbin
bn:00053281n	manual_labor
bn:00042771n	hand-held_computer
bn:00008136n	ball_and_chain
bn:00017514n	irons
bn:00024319n	handcuff
bn:00034180n	fetter
bn:00009727n	bell
bn:00010650n	birdcall
bn:00029379n	hearing_aid
bn:00054201n	megaphone
bn:00056148n	mouthpiece
bn:00023976n	cross_section
bn:00035909n	shape
bn:15961859n	curve
bn:00002169n	aileron
bn:00030334n	elevator
bn:00035038n	flap
bn:00044769n	horizontal_stabilizer
bn:00068325n	rotor_blade
bn:00050377n	leading_edge
bn:00077912n	trailing_edge
bn:00030862n	English
bn:03803383n	Pratt_&_Whitney_F100
bn:01105248n	Safety_management_system
bn:02020611n	risk_management_tool
bn:05140038n	technical_system
bn:00005105n	engineering
bn:15793146n	Air_traffic_management
bn:00414067n	Risk_measure
bn:01671882n	Vulnerability_scanner
bn:03497714n	Risk_register
bn:03731442n	Risk_matrix
bn:00059794n	output_device
bn:00064446n	printer
bn:27269597n	lock
bn:01701389n	Trapped_key_interlocking
bn:00075348n	suppressor
bn:04157265n	lightning_protection
bn:07839291n	electric_power_systems_component
bn:15611079n	Surge_arrester
bn:00219882n	preventer
bn:00076794n	theater_curtain
bn:00586696n	Precaution_(novel)
bn:03309131n	stage_curtain
bn:17387844n	Radio_communication_station
bn:02902749n	SPOT_Satellite_Messenger
bn:16586209n	flying_machine
bn:00006807n	atmosphere
bn:00014439n	cabin
bn:00020295n	cockpit
bn:00036189n	skeleton
bn:00012524n	box
bn:00520272n	RACE_(container)
bn:00858010n	Tank_container
bn:03465472n	Refrigerated_container
bn:03604129n	Multi-Purpose_Logistics_Module
bn:14930835n	Containerization
bn:00028823n	drone
bn:00014338n	buzz_bomb
bn:00389286n	Nirbhay
bn:00546983n	SM-64_Navaho
bn:00872469n	MGM-1_Matador
bn:01055193n	BrahMos
bn:00007343n	autogiro
bn:00040663n	glider
bn:00002310n	airship
bn:00008187n	balloon
bn:00074097n	stealth_bomber
bn:00074098n	stealth_fighter
bn:00167234n	Boeing_Bird_of_Prey
bn:00306034n	Lockheed_F-117_Nighthawk
bn:00316963n	Lockheed_Martin_F-35_Lightning_II
bn:00008120n	ball
bn:02594577n	Exercise_equipment
bn:05810227n	athletics
bn:00008805n	baseball
bn:00008890n	basketball
bn:00010430n	billiard_ball
bn:00011724n	bocce_ball
bn:00012497n	bowling_ball
bn:05486382n	waidsack
bn:00009828n	waist_pack
bn:00077747n	tourism
bn:00021475n	computer_file
bn:13920241n	clothing_of_the_Philippines
bn:03592502n	Hydration_system
bn:00017515n	chair
bn:00005729n	armchair
bn:00008537n	barber_chair
bn:00017522n	chair_of_state
bn:00017525n	chaise_longue
bn:00029371n	Eames_chair
bn:00051980n	loom
bn:00080770n	weaving
bn:00016207n	carpet_beater
bn:00029927n	eggbeater
bn:00012356n	bottlebrush
bn:00013161n	bristle_brush
bn:00019991n	clothesbrush
bn:00042547n	hairbrush
bn:00056734n	nailbrush
bn:00013159n	bristle
bn:00079551n	vane
bn:00054060n	mechanics
bn:00056996n	physics
bn:02776112n	Aerotrim
bn:03851505n	Vibrating_structure_gyroscope
bn:00042363n	gyroscope
bn:27270071n	rigging
bn:14765801n	outrigger
bn:00913960n	Hilu
bn:00001861n	stern
bn:00013772n	bulkhead
bn:00015385n	sail
bn:00032750n	fairlead
bn:00005704n	weapon
bn:00011081n	sword
bn:00012468n	bow
bn:00012475n	bow_and_arrow
bn:00012798n	brass_knucks
bn:00034666n	fire_ship
bn:16089028n	connector
bn:16282150n	engineering
bn:00009809n	bellyband
bn:00013600n	buckle
bn:00014305n	button
bn:00015809n	carabiner
bn:00016705n	catch
bn:00058343n	nut
bn:00069865n	screw
bn:00209776n	Threaded_insert
bn:01975669n	Threaded_rod
bn:00011902n	bolt
bn:00032281n	expansion_bolt
bn:00049166n	kingbolt
bn:00052563n	machine_bolt
bn:00074480n	stove_bolt
bn:01286350n	Cranked_eye_bolt
bn:00046478n	indicator
bn:05220845n	stonemasonry_tool
bn:00054025n	measuring_instrument
bn:00053649n	mason's_level
bn:03176219n	Bull's_eye_level
bn:16019596n	level
bn:03340285n	Chorobates
bn:00004383n	annunciator
bn:00024529n	cursor
bn:00026822n	dial
bn:00036738n	fuel_gauge
bn:00040826n	gnomon
bn:00001299n	additive
bn:00001885n	afterthought
bn:00004331n	annex
bn:00006990n	attachment
bn:00030427n	elongation
bn:00046713n	information_technology
bn:04916408n	electronic_machine
bn:00014395n	central_processing_unit
bn:00021483n	memory
bn:00069573n	scheduler
bn:00070577n	sequencer
bn:00079243n	upgrade
bn:00021497n	software
bn:00062341n	piezoelectric_crystal
bn:00066734n	reducer
bn:00030158n	wall_socket
bn:00032282n	slot
bn:00059780n	outlet_box
bn:00072579n	socket
bn:00052556n	machine
bn:00006484n	assembly
bn:00006804n	cash_machine
bn:00007947n	bagger
bn:00014687n	calculator
bn:00014713n	calender
bn:03328799n	energy_source
bn:00030192n	electricity
bn:00072672n	solar_array
bn:00003134n	alternative_energy
bn:00036027n	fossil_fuel
bn:00066032n	rain
bn:00080669n	waterpower
bn:00620034n	Primary_energy
bn:00068327n	rotating_shaft
bn:01274060n	Engine_configuration
bn:03636626n	Shaft_(1971_film)
bn:00005347n	spindle
bn:00023554n	crankshaft
bn:00028800n	driveshaft
bn:00078029n	transmission_shaft
bn:00080985n	wheelwork
bn:00007384n	automotive_technology
bn:00031150n	epicyclic_train
bn:00066740n	reduction_gear
bn:03760089n	Saildrive
bn:05389992n	Spur_gear_train
bn:08852577n	Rear_axle
bn:00595454n	Drive_by_wire
bn:01993479n	grouser
bn:00075701n	synchronous_motor
bn:00081385n	wiper_motor
bn:01856410n	induction_motor
bn:03632078n	DC_motor
bn:00005726n	armature
bn:00034305n	field_magnet
bn:00063714n	rotary_actuator
bn:03570492n	Brushless_DC_electric_motor
bn:14606515n	three-phase_synchronous_machine
bn:01258636n	Switched_reluctance_motor
bn:02290663n	Lavet-type_stepping_motor
bn:00164923n	Engine-generator
bn:12684112n	hydraulic_engine
bn:15865055n	actuator
bn:26691731n	hydrokinetic_engine
bn:00046727n	infrastructure
bn:00055499n	module
bn:01228584n	Giesl_ejector
bn:03207279n	Kylchap
bn:01656685n	Smokebox
bn:02219653n	chimney_(locomotive)
bn:03112897n	Kylpor_ejector
bn:00008655n	peerage
bn:03490474n	Scuba_manifold
bn:00053218n	manifold
bn:00046814n	inlet_manifold
bn:00047006n	intake_manifold
bn:00062568n	pipe
bn:00018419n	chimneypot
bn:00027480n	discharge_pipe
bn:00028593n	drain
bn:00028745n	drilling_pipe
bn:00030093n	elbow
bn:01638425n	Double_beat_valve
bn:03334589n	Desmodromic_valve
bn:00657928n	Glasspack
bn:00007840n	backup_system
bn:00062900n	platform
bn:00007418n	off-line_equipment
bn:00022303n	control_system
bn:00030251n	electronic_equipment
bn:00066591n	recording_system
bn:00067213n	reproducer
bn:00062042n	record_player
bn:00065903n	radio-phonograph
bn:00076105n	tape_deck
bn:00003666n	amplifier
bn:00016498n	cassette_player
bn:00016773n	oscilloscope
bn:00041898n	ground_control
bn:00047063n	intercommunication_system
bn:00051404n	radio_link
bn:00060050n	public_address_system
bn:00062030n	telephone_system
bn:16620283n	combustion_engine
bn:00036095n	four-stroke_engine
bn:00037394n	gas_engine
bn:00037437n	gasoline_engine
bn:00059756n	outboard_motor
bn:00011316n	engine_block
bn:00035776n	lubricating_system
bn:00063579n	poppet
bn:00681972n	Hot_air_engine
bn:16324994n	Academic_discipline
bn:00078085n	travel
bn:00002214n	air_cover
bn:00002303n	aviation
bn:00048557n	jump
bn:00162380n	Bush_flying
bn:00830416n	Ultralight_aviation
bn:00001170n	activism
bn:00003693n	entertainment
bn:00005927n	art
bn:00006196n	arts_and_crafts
bn:02148783n	Airbreathing_jet_engine
bn:01138162n	Marquardt_RJ43
bn:03096983n	Bristol_Thor
bn:00037422n	gas_turbine
bn:00149605n	Turbomeca_Palas
bn:00180885n	GE_Honda_HF120
bn:00187526n	Lyulka_AL-21
bn:00243101n	SNECMA_Atar_Volant
bn:00068345n	rotor
bn:00012500n	roll
bn:00028712n	dribble
bn:00064748n	propeller_plane
bn:00138483n	Turbomeca_Bastan
bn:00139814n	Turbomeca_Astazou
bn:00244484n	Allison_T40
bn:00857117n	Jendrassik_Cs-1
bn:01399156n	Pratt_&_Whitney_T34
bn:00028356n	double-prop
bn:00071741n	single_prop
bn:01413347n	Packard_DR-980
bn:03482387n	Junkers_Jumo_205
bn:09016253n	Junkers_Jumo_207
bn:17462210n	RED_A03
bn:25970779n	Walter_Packard_DR-980
bn:03377716n	propfan
bn:00030181n	electricity
bn:00563277n	external_rotor_motor
bn:00021551n	invention
bn:00894737n	Work_(project_management)
bn:06449438n	intentional_human_action
bn:14035017n	event
bn:00074236n	stethoscope
bn:00910008n	Four_Great_Inventions
bn:02794718n	Fisk_metallic_burial_case
bn:18020896n	Mechanical_calculator
bn:22174537n	Opera_hat
bn:00021595n	concoction
bn:00022277n	contrivance
bn:01490725n	Financial_innovation
bn:03252356n	Disruptive_innovation
bn:06761924n	product_extension
bn:00011085n	blade
bn:00459112n	Alexanderson_alternator
bn:03878319n	rotor_(electric)
bn:01356106n	Ignition_magneto
bn:00030178n	electrical_device
bn:00030176n	electrical_contact
bn:00001661n	antenna
bn:00007031n	attenuator
bn:00008162n	ballast
bn:00009064n	battery
bn:00010462n	bimetallic_strip
bn:00246713n	Wells_turbine
bn:00332875n	Radial_turbine
bn:00717807n	Cross-flow_turbine
bn:00885478n	Savonius_wind_turbine
bn:01273698n	Turbomachinery
bn:16956423n	Double-T_armature
bn:00054050n	mechanical_device
bn:00007310n	record_changer
bn:00010491n	ski_binding
bn:00013241n	broadcaster
bn:00013865n	bumper_guard
bn:02437884n	physical_system
bn:01753489n	Isolated_system
bn:02013763n	Open_system_(systems_theory)
bn:03285768n	Thermal_reservoir
bn:00060051n	potential_energy
bn:00061346n	pendulum
bn:00197608n	Open_quantum_system
bn:00594791n	harmonic_oscillator
bn:00961114n	Two-state_quantum_system
