bn:00015267n	dog
bn:00014205n	butanone
bn:00035129n	flavin
bn:00280704n	N'-Formylkynurenine
bn:00785315n	Pentanone
bn:03353942n	Chrysin
bn:01337127n	baicalein
bn:01741026n	Wogonin
bn:01744698n	6-Hydroxyflavone
bn:03106843n	Tangeretin
bn:02286578n	Flavan-3-ol
bn:01988759n	C-methylated_flavonoid
bn:00040802n	glycoside
bn:01738852n	Metalloanthocyanin
bn:01812609n	Pyranoanthocyanin
bn:03071612n	P-Coumaroylated_anthocyanin
bn:00227094n	Peonidin
bn:00967090n	Pelargonidin
bn:01367935n	Rosinidin
bn:03782231n	methylation
bn:00608711n	Luteolin_O-methyltransferase
bn:00016173n	provitamin_A
bn:15192666n	Hematochrome
bn:00002766n	alizarin_carmine
bn:00010391n	bilirubin
bn:00052238n	luciferin
bn:00079347n	urobilin
bn:00056820n	naphthalene
bn:00000704n	award
bn:00012762n	mark
bn:00024069n	Crown
bn:00028116n	dollar
bn:00045771n	icon
bn:00045822n	identifier
bn:06949048n	Visualization_(graphics)
bn:00026817n	diagram
bn:00178794n	Computational_photography
bn:00830276n	treemap
bn:01623454n	electropherogram
bn:01639481n	Biological_data_visualization
bn:00076873n	thermography
bn:00656305n	Vowel_diagram
bn:00908116n	Biological_imaging
bn:01280908n	tag_cloud
bn:01913566n	Linear_scale
bn:01950327n	Shock_response_spectrum
bn:00017904n	chart
bn:00041777n	grid
bn:00075812n	table
bn:00831562n	Statistical_graphics
bn:00323788n	Printed_matter
bn:01994319n	bumper_sticker
bn:02465692n	Wall_decal
bn:03198808n	Vignette_(road_tax)
bn:17605950n	Taiwan_Passport_Sticker
bn:21855935n	Coloured_sticker
bn:00331324n	Country_of_Origin_Labeling
bn:00028066n	dog_tag
bn:00028067n	dog_tag
bn:00056766n	name_tag
bn:00064322n	price_tag
bn:01354049n	hashtag
bn:14262945n	civil_engineering_construction
bn:00282284n	ovoo
bn:03106466n	Inuksuk
bn:03579465n	Chambered_cairn
bn:04133163n	treudd
bn:04178302n	stone_grave
bn:07350818n	round_cairn
bn:05216176n	technical_monument
bn:14490280n	small_monument
bn:15131768n	geographical_marker
bn:02986269n	Ichirizuka
bn:15872152n	Saxon_milepost
bn:16607906n	milliarium
bn:21505524n	Berliner_Meilensteine
bn:00590492n	Milion
bn:00968062n	1761_Milestone
bn:00636263n	Petroleum_product
bn:03851129n	Cove_Point_LNG_terminal
bn:00334834n	Peak_gas
bn:00389411n	shale_gas
bn:01221119n	Gas_depletion
bn:03339055n	methane_clathrate
bn:03672507n	coalbed_methane
bn:03749279n	Compressed_natural_gas
bn:00031693n	ethylene_glycol
bn:00064742n	propylene_glycol
bn:00065178n	pulmonary_trunk
bn:03250202n	Left_pulmonary_artery
bn:03250204n	Right_pulmonary_artery
bn:00011368n	blood_disease
bn:00070776n	sex-linked_disorder
bn:01152776n	Rare_disease
bn:00004099n	von_Willebrand's_disease
bn:00018844n	hemophilia_B
bn:00019570n	hemophilia_A
bn:03177195n	Haemophilia_in_European_royalty
bn:03303533n	Haemophilia_C
bn:00000592n	acanthocytosis
bn:00000915n	acidemia
bn:00001804n	afibrinogenemia
bn:00002081n	agranulocytosis
bn:00002770n	alkalemia
bn:00003750n	anemia
bn:14647193n	Carotid_artery
bn:23924147n	right_common_carotid_artery
bn:23924148n	left_common_carotid_artery
bn:00032440n	external_carotid_artery
bn:00047132n	internal_carotid_artery
bn:00055438n	modal_logic
bn:03572498n	Norm_(artificial_intelligence)
bn:00002595n	alethic_logic
bn:00028509n	doxastic_logic
bn:00031235n	epistemic_logic
bn:00042689n	halocarbon
bn:00558936n	Cyhalothrin
bn:00827674n	2,4,6-Trichloroanisole
bn:01305479n	Bupranolol
bn:00035458n	fluorocarbon
bn:00002790n	alkyl_halide
bn:00057794n	nitrogen_mustard
bn:01310728n	Organobromine_compound
bn:02123119n	allene
bn:03132710n	Cyclooctadiene
bn:07576715n	conjugated_diene
bn:00175590n	methylcyclopentadiene
bn:03683359n	Wohl–Aue_reaction
bn:00026847n	diamine
bn:03201276n	neuromodulation
bn:00055694n	monoamine_neurotransmitter
bn:00000122n	serotonin
bn:00028269n	dopamine
bn:00014513n	cadaverine
bn:00065372n	putrescine
bn:00637465n	1984_Rajneeshee_bioterror_attack
bn:00899008n	Scombroid_food_poisoning
bn:00002407n	alanine
bn:00006372n	asparagine
bn:00006381n	aspartic_acid
bn:00015175n	canavanine
bn:00019302n	citrulline
bn:00023647n	creatine
bn:02158199n	structural_isomer
bn:16144428n	hemiketal
bn:26563708n	Aza-crown_ether
bn:00777669n	12-Crown-4
bn:00777682n	15-Crown-5
bn:00799207n	dioxane
bn:02529276n	18-Crown-6
bn:22168573n	21-Crown-7
bn:00018097n	chemical_process
bn:00001225n	acylation
bn:00001996n	agglutination
bn:00003713n	amylolysis
bn:00006544n	association
bn:00011589n	bluing
bn:00014664n	calcification
bn:00358473n	Electrophilic_addition
bn:03309052n	Nucleophilic_addition
bn:03616443n	Free-radical_addition
bn:17749873n	Hydrofunctionalization
bn:01237364n	Benzoin_condensation
bn:00028373n	double_decomposition
bn:00025668n	decarboxylation
bn:00152607n	dehydrogenation
bn:00250139n	Cope_reaction
bn:00893459n	Solvolysis
bn:00970761n	Hofmann_elimination
bn:02399635n	E1cB-elimination_reaction
bn:00424298n	Electrocyclic_reaction
bn:00424336n	Cycloaddition
bn:00424343n	Sigmatropic_reaction
bn:00424445n	Group_transfer_reaction
bn:01339865n	Cheletropic_reaction
bn:01806574n	Dyotropic_reaction
bn:04710112n	Kulinkovich-de_Meijere_reaction
bn:01026734n	name_reaction
bn:00359966n	Glaser_coupling
bn:00372847n	Suzuki_reaction
bn:02256380n	Pinacol_coupling_reaction
bn:03355138n	Scholl_reaction
bn:00187195n	Kumada_coupling
bn:00652009n	Domino_show
bn:03467690n	dead_zone_(ecology)
bn:00030209n	electrolysis
bn:00000904n	acid-base_equilibrium
bn:01458517n	Dynamic_equilibrium
bn:03421187n	Solubility_equilibrium
bn:10684671n	phase_equilibrium
bn:00050334n	Le_Chatelier's_principle
bn:00079654n	vector
bn:00017050n	respiration
bn:00018110n	formula
bn:00023481n	cracking
bn:00020233n	cocarboxylase
bn:00020397n	coenzyme_A
bn:00020398n	ubiquinone
bn:00056705n	nicotinamide_adenine_dinucleotide
bn:00056708n	nicotinamide_adenine_dinucleotide_phosphate
bn:00078328n	triphosphopyridine_nucleotide
bn:00055730n	monomer
bn:16880029n	Aminopolycarboxylic_acid
bn:00015853n	carbohydrate
bn:00000852n	acetylation
bn:00002492n	scleroprotein
bn:00002603n	aleurone
bn:00003045n	alpha_globulin
bn:02158319n	stereoisomer
bn:26691162n	configurational_isomer
bn:00030664n	enantiomorph
bn:00418623n	Cis–trans_isomerism
bn:00745032n	conformational_isomerism
bn:00922080n	valence_isomer
bn:00019935n	closed_chain
bn:00051907n	long_chain
bn:00059072n	open_chain
bn:00077679n	torsion
bn:00027303n	dipole
bn:00055599n	moment_of_a_couple
bn:03086517n	uranium_hexafluoride
bn:03663206n	Molecular_solid
bn:02080193n	Nitrogen_trifluoride
bn:00018606n	chloroform
bn:00024753n	cyclopropane
bn:00027019n	ether
bn:00042696n	halothane
bn:00047638n	isoflurane
bn:02943875n	Chloroethyl_chloroformate
bn:00609183n	1-(9-fluorenyl)methyl_chloroformate
bn:01144331n	Benzyl_chloroformate
bn:01410179n	Ethyl_chloroformate
bn:01937355n	Methyl_chloroformate
bn:02873877n	Chloromethyl_chloroformate
bn:04725677n	tertiary_alcohol
bn:00008547n	barbiturate
bn:00054620n	methaqualone
bn:00076752n	thalidomide
bn:00689968n	ketene
bn:02616582n	Thiolactone
bn:01053149n	quinazolinone
bn:15353017n	4-pyrimidone
bn:00005916n	arsenic
bn:02002028n	membrane
bn:01785282n	ceramide
bn:00256708n	Sphingomyelin
bn:03778108n	Sphingosine-1-phosphate
bn:00033761n	fat
bn:00058732n	oil
bn:00062052n	phospholipid
bn:00078281n	triglyceride
bn:02231191n	cerebroside
bn:00062809n	plant_material
bn:00020228n	coca
bn:00031694n	ethyl_alcohol
bn:00041987n	phytohormone
bn:00056997n	natural_resin
bn:00017474n	chaff
bn:00022661n	cork
bn:00079668n	vegetable_tallow
bn:00002545n	aldohexose
bn:26691956n	aldotetrose
bn:00552441n	Xylose_metabolism
bn:00492610n	D-threose
bn:00043970n	hexose
bn:00048977n	ketose
bn:00061439n	pentose
bn:00076717n	tetrose
bn:00510959n	heptose
bn:00066804n	sugar
bn:03362704n	Dihydroxyacetone
bn:00009606n	beet_sugar
bn:00015244n	cane_sugar
bn:00026302n	deoxyribose
bn:00047347n	invert_sugar
bn:00047887n	jaggery
bn:00053311n	maple_sugar
bn:00371715n	Primary_alcohol
bn:06269423n	alkanol
bn:01890797n	(RS)-2-methyl-1-butanol
bn:01936548n	2-Pentanol
bn:01080490n	3-Pentanol
bn:02618099n	3-Methyl-2-butanol
bn:03153144n	Isoamyl_alcohol
bn:03244560n	Neopentyl_alcohol
bn:00945363n	2-Butanol
bn:02216824n	isobutanol
bn:03339506n	butan-1-ol
bn:17331552n	Tert-Butyl_alcohol
bn:00776519n	polyol
bn:01756622n	1,2-Butanediol
bn:01820935n	geminal_diol
bn:06079229n	pinacols
bn:14565361n	glycol
bn:16051232n	Verruculogen
bn:00020185n	coating
bn:00028644n	India_ink
bn:00046392n	indelible_ink
bn:00052724n	magnetic_ink
bn:00064449n	printer's_ink
bn:00081721n	writing_ink
bn:01428303n	Thermochromic_ink
bn:03192215n	2-Ethylhexanol
bn:16891699n	1-Octanol
bn:00559037n	undecanol
bn:00051454n	lipid-lowering_medicine
bn:00006949n	atorvastatin
bn:00009244n	cerivastatin
bn:00035481n	fluvastatin
bn:00052120n	lovastatin
bn:00071706n	simvastatin
bn:00019319n	city
bn:00056337n	municipality
bn:16822386n	city_with_millions_of_inhabitants
bn:00000002n	The_Hague
bn:00000174n	Aachen
bn:00000176n	Aalborg
bn:00000183n	Arhus
bn:00000204n	Abadan
bn:00000286n	Aberdeen
bn:00017178n	city_center
bn:00019347n	civic_center
bn:00021608n	concrete_jungle
bn:00034532n	financial_center
bn:00046819n	inner_city
bn:00054109n	medical_center
bn:00077773n	town
bn:00195826n	Municipalities_of_Bulgaria
bn:00377683n	Sundown_town
bn:00385374n	gmina
bn:00424425n	rural_municipality_of_Canada
bn:00669674n	Metropolitan_municipality
bn:00001430n	administrative_district
bn:00063594n	urban_area
bn:00056335n	municipal_government
bn:01318763n	Political_division
bn:00080473n	ward
bn:00049023n	Khabarovsk
bn:00052193n	Lower_Egypt
bn:00079260n	Upper_Egypt
bn:00012256n	borough
bn:00015370n	canton
bn:00019320n	city
bn:16820949n	big_city
bn:03311342n	megacity
bn:00000303n	Abidjan
bn:00000514n	Abuja
bn:00000764n	Accra
bn:00001239n	Antalya
bn:15898622n	Municipalities_of_the_Netherlands
bn:00403377n	Spa_town
bn:02623183n	Border_town
bn:03765460n	College_town
bn:14601654n	district_capital
bn:02919452n	administrative_territorial_entity_of_Scotland
bn:03248469n	Kittybrewster
bn:00017120n	center
bn:00014155n	business_district
bn:00057223n	neighborhood
bn:00043383n	heart
bn:00191959n	Rinku_Town
bn:00215774n	Downtown_Norfolk,_Virginia
bn:00966370n	Newcastle_City_Centre
bn:01245268n	Central_Area
bn:01339856n	Carfax
bn:00019335n	City_of_London
bn:00017150n	center_stage
bn:00045099n	hub
bn:00048605n	jungle
bn:00074597n	street
bn:00138876n	polity
bn:03661495n	Global_city
bn:02125002n	Offshore_financial_centre
bn:00015519n	Dhaka
bn:00036259n	Frankfurt_on_the_Main
bn:00053192n	Manhattan
bn:00124224n	Tuebrook
bn:00124279n	Wavertree
bn:00124293n	Walton
bn:00144004n	Sultan_Bazar
bn:00674290n	Bad_Mergentheim
bn:00776173n	Vauxhall,_Liverpool
bn:00000178n	Aalst
bn:00000282n	Aberdare
bn:00000283n	Aberdeen
bn:00000284n	Aberdeen
bn:00000285n	Aberdeen
bn:00000316n	Abilene
bn:00019330n	city_limit
bn:14743753n	administrative_territorial_entity_of_Bulgaria
bn:00392256n	Rodopi_Municipality
bn:00802275n	Satovcha_Municipality
bn:00804473n	Dospat_Municipality
bn:01047443n	Parvomay_Municipality
bn:01130198n	Dobrichka_Municipality
bn:01247549n	Belene_Municipality
bn:03349921n	Administrative_divisions_of_Poland
bn:16722007n	urban_municipality_of_Poland
bn:16722010n	urban-rural_municipality_of_Poland
bn:16722013n	rural_municipality_of_Poland
bn:00121062n	Trzemeszno
bn:00183522n	Warka
bn:00203787n	Gmina_Adamów,_Zamość_County
bn:01604990n	Municipal_government_in_Canada
bn:00331317n	Bonshaw,_Prince_Edward_Island
bn:00873701n	Rosser
bn:00898180n	Archie
bn:00898188n	Rural_Municipality_of_Armstrong
bn:00898196n	Brenda
bn:00898199n	Coldwell
bn:03624226n	metropolitan_area
bn:01865575n	Metropolitan_municipalities_in_Turkey
bn:03082781n	Metropolitan_municipality_(South_Africa)
bn:00013487n	Bursa
bn:00478974n	Malatya
bn:01164725n	Konya
bn:01622620n	Eskişehir
bn:04641355n	human-geographic_territorial_entity
bn:00000574n	Acadia
bn:00001015n	Acre
bn:00003465n	American_Samoa
bn:00005289n	Aragon
bn:00006762n	Athos
bn:00007042n	Attica
bn:00040160n	geographical_area
bn:00068640n	Rustbelt
bn:00078757n	Twin_Cities
bn:00008721n	barrio
bn:00022313n	conurbation
bn:00054198n	megalopolis
bn:00021051n	park
bn:00001325n	Adelie_Land
bn:00003936n	Andalusia
bn:00004997n	Appalachia
bn:00005375n	Arcadia
bn:00006569n	Assyria
bn:00007267n	Austria-Hungary
bn:02400836n	municipal_administration
bn:23849741n	executive_(government)
bn:00021025n	commission_plan
bn:00755235n	Incorporated_town
bn:00919726n	Grietenij
bn:16412541n	municipal_corporation_in_the_United_States
bn:21121358n	Gaunpalika
bn:00077779n	town_meeting
bn:00155642n	Local_education_authority
bn:00377190n	Local_government_in_Israel
bn:00598735n	City_commission_government
bn:00707105n	Local_government_in_London
bn:00019326n	city_district
bn:00023235n	country
bn:00033907n	federal_district
bn:00049032n	khanate
bn:00016808n	ranch
bn:00034270n	field
bn:00049881n	landmark
bn:00065576n	quarter
bn:00068789n	safari_park
bn:00030119n	voting_precinct
bn:00026700n	development
bn:02477473n	ward_of_Japan
bn:16464582n	ward_or_electoral_division_of_the_United_Kingdom
bn:00018217n	Chesterton
bn:00124247n	Fazakerley
bn:00142244n	Mossley_Hill
bn:00162744n	Midtbyen
bn:00049022n	Khabarovsk
bn:00021217n	commune
bn:16489807n	section_(United_States_land_surveying)
bn:00057721n	Nile
bn:03761951n	Ancient_Egypt
bn:18017546n	United_Arab_Republic
bn:00056712n	Nag_Hammadi
bn:00012257n	borough
bn:17381148n	government
bn:00013324n	Bronx
bn:00013347n	Brooklyn
bn:00019337n	Westminster
bn:00041734n	Greenwich
bn:00065654n	Queens
bn:00075602n	Swiss_canton
bn:00345581n	canton_of_Belgium
bn:00623656n	Cantons_of_Luxembourg
bn:00756267n	canton_of_Bolivia
bn:01300447n	Cantons_of_Ecuador
bn:02793601n	Cantons_of_Switzerland
bn:00027911n	division
bn:00867997n	subdistrict_of_China
bn:02126694n	special_administrative_region_of_China
bn:03050143n	Prefecture-level_city
bn:03730681n	County-level_city
bn:03733487n	banner
bn:00065099n	public_square
bn:00079285n	uptown
bn:00170155n	Sanctuary_city
bn:00416989n	Statutory_city_(Austria)
bn:00427376n	Smart_city
bn:00557800n	bastide
bn:00689750n	Primate_city
bn:00008345n	Bangkok
bn:00011933n	Mumbai
bn:00015634n	Moscow
bn:00022041n	Istanbul
bn:00026032n	Delhi
bn:00001258n	Adana
bn:01459647n	commune_of_Ivory_Coast
bn:16726235n	former_capital
bn:00056922n	national_capital
bn:00015498n	capital
bn:00000508n	Abu_Dhabi
bn:00001291n	Addis_Ababa
bn:00002347n	Astana
bn:00002383n	Cairo
bn:00002442n	Tirana
bn:15133870n	port_settlement
bn:02869177n	Antalya_Airport
bn:03505132n	Burdur_Province
bn:14671037n	administrative_territorial_entity_of_the_Netherlands
bn:06565540n	central_municipality
bn:00003686n	Amsterdam
bn:00004851n	Apeldoorn
bn:00005824n	Arnhem
bn:00029997n	Eindhoven
bn:00021849n	congressional_district
bn:00064082n	precinct
bn:00150224n	Constituencies_of_Belize
bn:00303607n	Base_(politics)
bn:02476095n	Luftkurort
bn:05518585n	climatic_health_resort
bn:06569981n	beer_bad
bn:07120090n	Kneippkurort
bn:08053009n	onsenkyō
bn:15984624n	location_with_spa
bn:00002336n	Al_Aqabah
bn:00004791n	Antwerpen
bn:00008093n	Basel
bn:00008356n	Bangui
bn:00012829n	Bratislava
bn:03350497n	Autonomous_communities_of_Spain
bn:00010046n	Bern
bn:00011888n	Bologna
bn:00012034n	Bonn
bn:00013003n	Bremen
bn:00252195n	Seat_(legal_entity)
bn:00042723n	Hameln
bn:00042877n	Hannover
bn:00056219n	Munich
bn:00081732n	Wurzburg
bn:00136343n	Mettmann
bn:00023254n	county_seat
bn:00070252n	see
bn:00606205n	centralort
bn:04191222n	seat_village
bn:05843060n	center_of_oblast
bn:27269360n	headquarters
bn:01521680n	Administrative_geography_of_the_United_Kingdom
bn:00069783n	Scotland
bn:02366924n	Civil_parishes_in_Scotland
bn:02920666n	lieutenancy_area_of_Scotland
bn:03201460n	national_park_of_Scotland
bn:03735231n	local_government_area_of_Scotland_1975_to_1996
bn:15884781n	Scottish_council_area
bn:16368053n	shire_of_Scotland
bn:00121919n	protected_area_of_United_Kingdom
bn:00299958n	Crown_colony
bn:00875244n	Community_council
bn:01024281n	United_Kingdom_constituencies
bn:01342705n	British_Overseas_Territories
bn:00055974n	moshav
bn:03840972n	Commercial_district
bn:00077337n	Tin_Pan_Alley
bn:00139545n	Palmerston_City,_Northern_Territory
bn:00146073n	Downtown_Grand_Forks
bn:00009289n	Beacon_Hill
bn:00011434n	Bloomsbury
bn:00021705n	Coney_Island
bn:00043003n	Harlem
bn:00043606n	Hell's_Kitchen
bn:00044438n	Hollywood
bn:16834582n	administrative_territorial_entity_of_the_Czech_Republic
bn:00008720n	barrio
bn:00040364n	ghetto
bn:00006749n	athlete's_heart
bn:00010212n	biauriculate_heart
bn:00006968n	atrium
bn:00006971n	right_atrium
bn:00006972n	left_atrium
bn:00015956n	heart_valve
bn:00006002n	coronary_artery
bn:00015948n	cardiac_muscle
bn:00079517n	valve
bn:00012484n	intestine
bn:00031043n	viscera
bn:00032161n	excretory_organ
bn:00044176n	hindgut
bn:00051621n	liver
bn:01600021n	San_Germán_Historic_District
bn:02688497n	Marina_South
bn:03231159n	River_Valley,_Singapore
bn:00048586n	junction
bn:00073427n	steeple
bn:02920002n	Ceremonial_counties_of_England
bn:15106782n	district_of_the_United_Kingdom
bn:00031074n	environment
bn:00005516n	sphere
bn:00007786n	setting
bn:00019219n	context
bn:00029657n	ecology
bn:00044491n	home
bn:00054944n	milieu
bn:16343778n	Political_organisation
bn:00457256n	Chiefdom
bn:03343427n	Altepetl
bn:13012068n	Gram_panchayat
bn:14947725n	list_of_states_with_limited_recognition
bn:00015540n	Paris
bn:00015553n	Teheran
bn:00041611n	New_York
bn:14890548n	Tokio
bn:00048652n	legal_power
bn:00623760n	Asiatic_Society_of_Bangladesh
bn:05560034n	European_City
bn:03303112n	borough_of_New_York_City
bn:02449494n	New_York_metropolitan_area
bn:03174083n	Administrative_divisions_of_New_York
bn:00897288n	Rockefeller_Center
bn:00969998n	Demographics_of_New_York_City
bn:01247504n	Transportation_in_New_York_City
bn:03039272n	Bronx_High_School_of_Science
bn:00012487n	Bowery
bn:00013259n	Broadway
bn:00017186n	Central_Park
bn:00034356n	Fifth_Avenue
bn:00074036n	Staten_Island
bn:00882880n	Yakutpura
bn:01508605n	Administrative_centre
bn:02779133n	big_district_town
bn:17294741n	Ortsteil
bn:00000533n	Abydos
bn:00552596n	Community_(Wales)
bn:00063232n	port_of_entry
bn:00009782n	Bellingham
bn:00013442n	Brownsville
bn:00013484n	Brunswick
bn:00019336n	Los_Angeles
bn:00020819n	Columbus
bn:00031410n	Erie
bn:00026115n	limit
bn:07922401n	Shubiki
bn:00029748n	edge
bn:00052195n	lower_limit
bn:00077040n	three-mile_limit
bn:00079262n	upper_limit
bn:05849813n	administrative_territorial_entity_of_a_single_country
bn:00013756n	Bulgaria
bn:00064914n	state
bn:03411536n	oblast_of_Bulgaria
bn:04249663n	kmetstvo_of_Bulgaria
bn:16383557n	Districts_of_Sofia
bn:18779591n	Bajkal
bn:00152826n	Administrative_divisions_of_the_Maldives
bn:00279958n	Administrative_divisions_of_Latvia_before_2009
bn:00310478n	Administrative_division_of_Duchy_of_Warsaw
bn:00384931n	Administrative_divisions_of_Papua_New_Guinea
bn:00390295n	administrative_territorial_entity_of_Afghanistan
bn:00738681n	administrative_territorial_entity_of_Uzbekistan
bn:01247557n	Pordim_Municipality
bn:00121346n	Sołectwo
bn:00310512n	Gromada
bn:00455133n	Osiedle
bn:03098949n	powiat
bn:03867938n	Dzielnica
bn:00338660n	Dębica
bn:00637325n	Braniewo
bn:00683723n	Dęblin
bn:00751158n	Malbork
bn:00751388n	Kwidzyn
bn:00751398n	Kartuzy
bn:00347034n	Barczewo
bn:00208115n	Gmina_Aleksandrów_Łódzki
bn:00211077n	Gmina_Frombork
bn:00236853n	Gmina_Kamionka
bn:00236873n	Gmina_Kock
bn:00236891n	Gmina_Ostrów_Lubelski
bn:00381829n	Gmina_Czarna_Białostocka
bn:00193404n	Gmina_Dobrcz
bn:00201929n	Gmina_Abramów
bn:00203774n	Gmina_Adamów,_Łuków_County
bn:00203822n	Gmina_Adamówka
bn:00203956n	Gmina_Aleksandrów,_Lublin_Voivodeship
bn:15695171n	Local_municipality_(Quebec)
bn:17021786n	municipality_of_Ontario
bn:00017890n	Charlottetown
bn:00143412n	View_Royal
bn:00153015n	Melville
bn:00898201n	Cornwallis
bn:00745021n	Satellite_city
bn:00820126n	Urban_Employment_Area
bn:02237500n	pentapolis
bn:02439061n	metropolitan_region_of_Norway
bn:03797367n	Administrative_divisions_of_Turkey
bn:00004165n	Ankara
bn:00047775n	Izmir
bn:02403390n	Aydın
bn:01904173n	Administrative_divisions_of_South_Africa
bn:00960922n	Nelson_Mandela_Bay_Metropolitan_Municipality
bn:01331098n	Buffalo_City_Metropolitan_Municipality
bn:01548036n	City_of_Johannesburg_Metropolitan_Municipality
bn:01611349n	EThekwini_Metropolitan_Municipality
bn:02375023n	Mangaung_Metropolitan_Municipality
bn:03107644n	City_of_Ekurhuleni_Metropolitan_Municipality
bn:00569726n	Bilecik_Province
bn:00020722n	colony
bn:00011788n	Boeotia
bn:01606252n	federative_unit_of_Brazil
bn:23629857n	Flag_of_Acre
bn:00293362n	organized_territory_of_the_United_States
bn:03295064n	Insular_area
bn:03295075n	Territories_of_the_United_States
bn:00567084n	Ofu-Olosega
bn:00060170n	Pago_Pago
bn:03255400n	historical_nationality
bn:03308160n	Mudéjar_architecture_of_Aragon
bn:00183563n	Ramiro_I_of_Aragon
bn:00056068n	mountain
bn:03206894n	World_Heritage_Site
bn:21129299n	Peninsula
bn:01003350n	Historical_region
bn:16864805n	administrative_region_of_Greece
bn:00743816n	Cultural_area
bn:00057500n	new_town
bn:13921062n	Metropolitan_statistical_area
bn:17240222n	Twin_cities
bn:00015576n	Saint_Paul
bn:00055190n	Minneapolis
bn:00052255n	Luda
bn:00075002n	subtopia
bn:00015558n	Tokyo
bn:00068518n	Ruhr
bn:00330268n	Hector_and_Ngakawau
bn:00391479n	Taipa-Mangonui
bn:00850355n	California_megapolitan_areas
bn:01084385n	Great_Lakes_Megalopolis
bn:03286339n	Brabantse_Stedenrij
bn:13843387n	Charlanta
bn:14419106n	Mexico_City_megalopolis
bn:14723115n	Rio_de_Janeiro–São_Paulo_Megalopolis
bn:00003695n	amusement_park
bn:00080003n	village_green
bn:00006752n	playing_field
bn:00008811n	baseball_diamond
bn:00009183n	battlefield
bn:00012996n	breeding_ground
bn:00017121n	center_field
bn:00007678n	Babylonia
bn:15432367n	Morisco_Revolt
bn:00041314n	Granada
bn:01511079n	Prefectures_of_Greece
bn:02396136n	regional_unit_of_Greece
bn:00005376n	Arcadian
bn:06752542n	historical_country
bn:00006327n	Assur
bn:00057739n	Nineveh
bn:03247552n	personal_union
bn:03102003n	Military_Order_of_Maria_Theresa
bn:03293954n	Ethnic_and_religious_composition_of_Austria-Hungary
bn:03487344n	Republic_of_German-Austria
bn:03691509n	Duchy_of_Salzburg
bn:00710324n	Municipal_authority_(Pennsylvania)
bn:02401382n	Mayoralty_in_the_United_States
bn:14826438n	City_government_in_Washington_(state)
bn:00278829n	Kansas_City,_Missouri_Municipal_Government
bn:00372557n	Toronto_Township,_Ontario
bn:08953186n	State_power
bn:14250676n	state_authority
bn:00014446n	cabinet
bn:00064232n	presidency
bn:00575777n	Council_of_Ministers_of_the_Kingdom_of_the_Netherlands
bn:00590386n	Prime_ministerial_government
bn:01198998n	Reserve_power
bn:03134841n	Fourth_Estate
bn:03634465n	Fifth_power
bn:07769530n	rights_of_sovereignty
bn:08055899n	War_and_emergency_legislation
bn:00288906n	Houma
bn:05050132n	Eshkol_-_Galil_Maaravi
bn:00229559n	La_Prairie
bn:00233965n	Astoria
bn:00234509n	Belle_Prairie_City
bn:03200278n	Political_divisions_of_the_United_States
bn:01196747n	Urban_township
bn:03753921n	Village_(United_States)
bn:05285563n	town_of_the_United_States
bn:15046982n	city_of_the_United_States
bn:00225909n	Lo_Manthang
bn:01307004n	Mahadeva_Rural_Municipality
bn:01347310n	Bulingtar
bn:01347430n	Sarawal
bn:02363275n	Susta
bn:02937807n	Kanepokhari
bn:02046244n	Open_town_meeting
bn:00051748n	local_authority
bn:00874089n	Inner_London_Education_Authority
bn:14352998n	administrative_territorial_entity_of_Israel
bn:02433865n	Local_council_(Israel)
bn:03162453n	Regional_council_(Israel)
bn:15152300n	Local_committee_(Israel)
bn:15839753n	City_council_(Israel)
bn:02386354n	Los_Angeles_Common_Council
bn:03563767n	Federal_republic
bn:00004672n	Antigua_and_Barbuda
bn:00007228n	Australia
bn:00007959n	Bahamas
bn:00008500n	Barbados
bn:00013990n	Burkina_Faso
bn:00015464n	Cape_Verde
bn:00026129n	domain
bn:00054882n	midland
bn:00026309n	department
bn:16536281n	Federal_territory
bn:00024942n	District_of_Columbia
bn:03167747n	Federal_Territories_of_Malaysia
bn:00015574n	Mexico_City
bn:01310425n	Federal_Dependencies_of_Venezuela
bn:07367797n	Federal_District_(Mexico)
bn:14973074n	Buenos_Aires
bn:00049169n	kingdom
bn:00055659n	Yuan
bn:00372084n	Göktürks
bn:01139215n	Kara-Khanid_Khanate
bn:01140028n	Qara_Khitai
bn:01219263n	Khanate_of_Kokand
bn:01431274n	Rus'_Khaganate
bn:00005405n	archduchy
bn:00008668n	barony
bn:00029009n	duchy
bn:00029391n	earldom
bn:00030561n	emirate
bn:00030601n	empire
bn:00033676n	farm
bn:00029041n	dude_ranch
bn:00280078n	Ranchos_of_California
bn:03175502n	Movie_ranch
bn:00167782n	Echo_Hill_Ranch
bn:00496567n	Flying_W_Ranch
bn:00550949n	Sierra_Bonita_Ranch
bn:00018277n	chicken_farm
bn:00023909n	croft
bn:00025028n	dairy
bn:00033677n	farmplace
bn:00041368n	grange
bn:00044494n	home-farm
bn:00009184n	battlefront
bn:21749775n	Battlefield
bn:00133052n	Eastern_Front_(World_War_I)
bn:00145885n	Sinai_and_Palestine_campaign
bn:00168459n	Mediterranean_Theater_of_Operations
bn:00292594n	Lochnagar_mine
bn:00020859n	combat_zone
bn:00062704n	position
bn:23904430n	insignia
bn:02314764n	Landmark_sites_in_Singapore
bn:03627670n	Phoenix_Points_of_Pride
